planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
Kepler-100 e,Kepler-100,60.888588,0.312392,,,24.14272,0.07596,0.026437,,,,,1.1,304.645,,41.9901394,Radial Velocity
Kepler-1000 b,Kepler-1000,120.0184478,0.52518,4.754,0.4655,,,0,493,,6573.839,1.609,1.342222222,1115.62,4.167777778,47.0981948,Transit
Kepler-1001 b,Kepler-1001,14.30514136,0.11306,3.052142857,0.2715,,,0,694.2,,5573.9,0.846,0.931111111,928.978,4.551111111,48.6186972,Transit
Kepler-1001 c,Kepler-1001,9.181870784,0.0842,1.716333333,0.141,,,0,804.8,,5633.142857,0.847142857,0.935714286,928.978,4.554285714,48.6186972,Transit
Kepler-1002 b,Kepler-1002,4.336436183,0.05546,1.641666667,0.153,,,0,1409,,6043.043333,1.528333333,1.213333333,408.303,4.151666667,43.073677,Transit
Kepler-1003 b,Kepler-1003,3.554862206,0.04498,1.500714286,0.1705,,,0,1170.4,,6019.7,1.062,1.025555556,941.902,4.436666667,44.8762427,Transit
Kepler-1004 b,Kepler-1004,5.287907349,0.06872,8.345428571,0.5775,,,0,1807,,4970.116,4.181,1.498333333,1152.68,3.336666667,49.7975464,Transit
Kepler-1005 b,Kepler-1005,6.498019421,0.06696,1.641142857,0.156,,,0,1029.2,,5764.862,1.122,0.977777778,567.806,4.331111111,43.3205085,Transit
Kepler-1006 b,Kepler-1006,19.76175538,0.14692,2.563714286,0.23,,,0,791.4,,6184.142857,1.168571429,1.026666667,,4.373333333,42.5373065,Transit
Kepler-1007 b,Kepler-1007,5.185000362,0.0484,1.268333333,0.128,,,0,656.4,,4442.843333,0.588333333,0.591666667,,4.671666667,45.8090893,Transit
Kepler-1008 b,Kepler-1008,12.4393315,0.10062,2.283571429,0.1125,,,0,873.4,,5067.682,1.153,0.861111111,282.565,4.294444444,44.9418307,Transit
Kepler-1009 b,Kepler-1009,11.35011128,0.08078,2.068714286,0.203,,,0,439.6,,3882.7,0.6,0.587777778,355.019,4.671111111,42.6658336,Transit
Kepler-101 b,Kepler-101,3.487688391,0.046985714,5.011777778,0.49075,51.1,0.16,0.014333333,1344,G3 IV,5648.28,1.45,1.076666667,927.981,4.179,48.3552474,Transit
Kepler-101 c,Kepler-101,6.029708282,0.067485714,1.076555556,0.1075,3.78,0.01,0,1145.666667,G3 IV,5655.104,1.421,1.0875,927.981,4.204444444,48.3552474,Transit
Kepler-1010 b,Kepler-1010,34.26846432,0.1923,2.399714286,0.203,,,0,492.2,,5205.4,0.831,0.83,579.273,4.517777778,44.1493165,Transit
Kepler-1011 b,Kepler-1011,5.753218451,0.06244,2.837285714,0.2395,,,0,906.6,,5337.4,0.859,0.934444444,736.779,4.528888889,46.8239976,Transit
Kepler-1012 b,Kepler-1012,5.508592126,0.05918,1.356428571,0.1245,,,0,942.6,,5478.763,0.9,0.93,411.077,4.495555556,46.4579889,Transit
Kepler-1013 b,Kepler-1013,18.93060241,0.1366,4.130857143,0.1835,,,0,784.6,,4924.4,1.256,0.871111111,422.246,4.208888889,44.4352935,Transit
Kepler-1014 b,Kepler-1014,16.57107136,0.12104,2.178142857,0.197,,,0,617,,5415.1,0.799,0.88,624.8,4.574444444,44.1105331,Transit
Kepler-1015 b,Kepler-1015,16.00494192,0.13526,2.990142857,0.2865,,,0,957.2,,6561.53,1.519,1.307777778,739.357,4.192222222,43.4268439,Transit
Kepler-1016 b,Kepler-1016,1.95452927,0.03094,2.201,0.206,,,0,1493.4,,5873.262222,1.058888889,1.0225,1402.82,4.41625,45.9846265,Transit
Kepler-1016 c,Kepler-1016,105.6549374,0.441825,3.787833333,0.357,,,0,395.75,,5828.115556,1.087777778,1.015,1402.82,4.38875,45.9846265,Transit
Kepler-1017 b,Kepler-1017,7.234014849,0.07228,2.578285714,0.171,,,0,1015.8,,5525.5,1.074,0.968888889,552.058,4.364444444,40.1325185,Transit
Kepler-1018 b,Kepler-1018,49.10124912,0.26182,2.803857143,0.249,,,0,477.6,,5590.6,0.965,0.974444444,1010.01,4.463333333,45.4078654,Transit
Kepler-1019 b,Kepler-1019,1.411229288,0.02116,1.434714286,0.1315,,,0,1063.4,,4360.396,0.67,0.648888889,194.182,4.591111111,47.2043818,Transit
Kepler-102 b,Kepler-102,5.286952726,0.054487857,0.4912,0.0428,2.7,0.008495,0.014285714,805.3333333,,4861.909091,0.740909091,0.778181818,107.796,4.585555556,47.2078263,Transit
Kepler-102 c,Kepler-102,7.07134818,0.066190857,0.5949,0.0516,2.35,0.007395,0.013428571,730.5,,4858.083333,0.741538462,0.774615385,107.796,4.587,47.2078263,Transit
Kepler-102 d,Kepler-102,10.31176046,0.085094143,1.310727273,0.112,3.4853125,0.01093,0.013142857,644.6666667,,4858.083333,0.741538462,0.774615385,107.796,4.587,47.2078263,Transit
Kepler-102 e,Kepler-102,16.14571296,0.114757571,2.4334,0.2098,6.123976667,0.019236667,0.012714286,554.6666667,,4858.083333,0.741538462,0.774615385,107.796,4.587,47.2078263,Transit
Kepler-102 f,Kepler-102,27.4536837,0.163434857,0.8636,0.0756,4.75,0.014945,0.014285714,464.8333333,,4858.083333,0.74,0.778333333,107.796,4.587,47.2078263,Transit
Kepler-1020 b,Kepler-1020,96.91513096,0.38312,2.178571429,0.203,,,0,316.8,,5217.159,0.738,0.838888889,415.358,4.625555556,46.3772776,Transit
Kepler-1021 b,Kepler-1021,13.4747319,0.10362,2.134142857,0.204,,,0,642.2,,5375.1,0.803,0.857777778,810.082,4.567777778,42.5596699,Transit
Kepler-1022 b,Kepler-1022,10.99469486,0.0808,2.001428571,0.1885,,,0,512,,4318.7,0.63,0.623333333,420.042,4.642222222,46.9736345,Transit
Kepler-1023 b,Kepler-1023,62.1388472,0.30478,3.106571429,0.2485,,,0,440.2,,5393.7,0.992,0.946666667,694.175,4.43,49.7697034,Transit
Kepler-1024 b,Kepler-1024,66.41613008,0.30458,3.664428571,0.339,,,0,371.2,,5298.922,0.78,0.867777778,1087.4,4.597777778,38.2516419,Transit
Kepler-1025 b,Kepler-1025,37.32287213,0.24364,6.656,0.1935,,,0,791.2,,6047.833,2.95,1.363333333,803.776,4.186666667,43.9615628,Transit
Kepler-1026 b,Kepler-1026,36.51566224,0.19548,2.300428571,0.1985,,,0,425,,4878.9,0.732,0.764444444,351.239,4.59,39.9979286,Transit
Kepler-1027 b,Kepler-1027,1.90780795,0.02966,1.564,0.096,,,0,1741.8,,5446.857,1.321,0.94,405.104,4.192222222,42.8138159,Transit
Kepler-1028 b,Kepler-1028,2.51462289,0.03526,1.326142857,0.116,,,0,1220.8,,5615.888889,0.84,0.93625,607.916,4.5575,49.7812447,Transit
Kepler-1029 b,Kepler-1029,4.417700558,0.04688,1.313333333,0.112,,,0,836.6,,4869.9325,0.71625,0.73625,366.656,4.59,41.5474786,Transit
Kepler-103 b,Kepler-103,15.96533799,0.128932714,3.266727273,0.301166667,11.13402333,0.03519,0.015375,873.6666667,,5895.692308,1.468461538,1.102307692,494.832,4.145454545,40.0644857,Transit
Kepler-103 c,Kepler-103,179.6086092,0.647467429,5.362363636,0.487833333,34.84833667,0.109783333,0.014375,389.5,,5895.692308,1.468461538,1.102307692,494.832,4.145454545,40.0644857,Transit
Kepler-1030 b,Kepler-1030,19.32952616,0.13306,2.368571429,0.206,,,0,525.6,,4988.315,0.741,0.831111111,758.702,4.613333333,45.8175241,Transit
Kepler-1031 b,Kepler-1031,1.22622138,0.022625,0.842,0.078,,,0,1832.75,,6036.374286,1.086,1.038,682.882,4.388,48.9554121,Transit
Kepler-1032 b,Kepler-1032,3.290123624,0.03628,1.685571429,0.1725,,,0,806.2,,4503.333333,0.641428571,0.621666667,673.01,4.648333333,40.0977109,Transit
Kepler-1033 b,Kepler-1033,7.560501166,0.07588,2.470857143,0.2175,,,0,909,,5726.5,0.941,0.992222222,1455.5,4.486666667,44.6090251,Transit
Kepler-1034 b,Kepler-1034,12.12401136,0.09742,2.228142857,0.193,,,0,663.8,,5175.4,0.791,0.844444444,654.549,4.568888889,37.9669464,Transit
Kepler-1035 b,Kepler-1035,2.714076028,0.03576,1.222285714,0.1355,,,0,1254.6,,5749.65,1.054,0.916666667,562.116,4.393333333,42.8824991,Transit
Kepler-1036 b,Kepler-1036,122.880024,0.4741,2.850714286,0.2555,,,0,331.8,,5526.1,0.871,0.945555556,489.435,4.531111111,49.9458172,Transit
Kepler-1037 b,Kepler-1037,1.063788888,0.01964,1.463142857,0.1115,,,0,1605.6,,5163.217778,0.884444444,0.86125,446.914,4.475,47.1709335,Transit
Kepler-1038 b,Kepler-1038,148.459905,0.52016,4.014714286,0.316,,,0,315,,5300.7,0.882,0.867777778,584.136,4.506666667,44.1323499,Transit
Kepler-1038 c,Kepler-1038,7.127674722,0.0683,1.2272,0.126,,,0,799.75,,5324.166667,0.786666667,0.853333333,584.136,4.575,44.1323499,Transit
Kepler-1039 b,Kepler-1039,0.934885435,0.01792,2.494142857,0.1205,,,0,1925.6,,4726.444444,1.191111111,0.8375,306.91,4.24375,45.3154212,Transit
Kepler-104 b,Kepler-104,11.42757604,0.093379857,2.7181,0.24,14.772715,0.046645,0,913.8,,5838.272727,1.163333333,0.911818182,400.785,4.286,42.1665104,Transit
Kepler-104 c,Kepler-104,23.66831474,0.151797429,2.648444444,0.2295,7.14431,0.02247,0,716.8,,5838.272727,1.163333333,0.911818182,400.785,4.286,42.1665104,Transit
Kepler-104 d,Kepler-104,51.75539422,0.255670143,2.973,0.25775,5.54022,0.01743,0,552.4,,5838.272727,1.145454545,0.922,400.785,4.286,42.1665104,Transit
Kepler-1040 b,Kepler-1040,201.1208367,0.64004,2.182,0.1975,,,0,305.6,,5731.073,0.949,0.926666667,482.119,4.454444444,48.1312774,Transit
Kepler-1041 b,Kepler-1041,24.7576391,0.16904,2.808428571,0.3145,,,0,643.6,,6036.1,1.257,1.057777778,1485.82,4.326666667,49.6831419,Transit
Kepler-1042 b,Kepler-1042,10.13201656,0.07748,1.91,0.195,,,0,586,,4757,0.63,0.631666667,,4.646666667,39.8239935,Transit
Kepler-1043 b,Kepler-1043,38.50527526,0.21792,2.533,0.23,,,0,534,,5865,0.912,0.957777778,903.332,4.501111111,47.5685927,Transit
Kepler-1044 b,Kepler-1044,6.774078948,0.07266,2.590571429,0.214,,,0,1055.6,,6080.874,1.047,1.09,1278.96,4.425555556,46.6662155,Transit
Kepler-1045 b,Kepler-1045,26.41047195,0.16244,2.498714286,0.2385,,,0,516,,5375.4,0.782,0.851111111,942.485,4.584444444,45.0740897,Transit
Kepler-1046 b,Kepler-1046,14.37508275,0.11886,1.663333333,0.153,,,0,772.2,,6009.445556,1.055555556,1.075,721.534,4.461666667,46.9982799,Transit
Kepler-1047 b,Kepler-1047,56.18876284,0.28628,2.257,0.2525,,,0,474,,5696.668,1.302,0.996666667,817.647,4.266666667,50.7889645,Transit
Kepler-1047 c,Kepler-1047,3.188979016,0.0425,0.951333333,0.105,,,0,1241.5,,5705.015,1.2925,1.007142857,817.647,4.284285714,50.7889645,Transit
Kepler-1048 b,Kepler-1048,6.92101425,0.0594,1.614571429,0.182,,,0,623.2,,4467.717,0.784,0.637777778,556.006,4.506666667,42.1657112,Transit
Kepler-1049 b,Kepler-1049,3.273460956,0.03402,0.886571429,0.085,,,0,634,,3855.4,0.525,0.523333333,162.006,4.736666667,47.7729078,Transit
Kepler-105 b,Kepler-105,5.412170419,0.062328571,3.4732,0.332,5.1,0.016,0.078333333,1259.571429,,6177.163333,1.248461538,1.110833333,459.223,4.292727273,46.2761224,Transit
Kepler-105 c,Kepler-105,7.125978259,0.073857143,1.709166667,0.142714286,3.733333333,0.0116,0,1124.833333,,6085.996667,1.163076923,1.0525,459.223,4.322,46.2761224,Transit
Kepler-1050 b,Kepler-1050,15.37881264,0.12428,1.708571429,0.133,,,0,836.4,,5970.706667,1.172222222,1.08,490.488,4.34375,48.6264015,Transit
Kepler-1050 c,Kepler-1050,21.12840985,0.1536,1.632714286,0.126,,,0,752.2,,5960.704,1.158,1.077777778,490.488,4.353333333,48.6264015,Transit
Kepler-1051 b,Kepler-1051,25.96200943,0.18294,2.742,0.2715,,,0,806.4,,6610.79,1.432,1.276666667,829.343,4.234444444,40.8988186,Transit
Kepler-1052 b,Kepler-1052,34.85373885,0.20522,2.583285714,0.2505,,,0,524.8,,5794.5,0.914,0.982222222,943.444,4.511111111,46.6022134,Transit
Kepler-1052 c,Kepler-1052,180.9235557,0.61325,2.302666667,0.211,,,0,302.5,,5797.75,0.8775,0.96,943.444,4.5325,46.6022134,Transit
Kepler-1053 b,Kepler-1053,2.414351178,0.02946,0.853428571,0.0805,,,0,835.4,,4358.366,0.603,0.633333333,151.129,4.678888889,39.1273664,Transit
Kepler-1054 b,Kepler-1054,4.306543364,0.0538,2.105571429,0.2375,,,0,1156,,6025.111111,1.19,1.1175,1090.51,4.37125,44.5563604,Transit
Kepler-1055 b,Kepler-1055,2.295034576,0.0328,1.160571429,0.1055,,,0,1296,,5711.982,0.871,0.936666667,389.397,4.525555556,44.932541,Transit
Kepler-1056 b,Kepler-1056,27.49562427,0.16472,2.522714286,0.2675,,,0,595.4,,5832.81,1.066,0.938888889,982.51,4.371111111,46.8992561,Transit
Kepler-1057 b,Kepler-1057,14.08826238,0.11384,2.816,0.2725,,,0,722.2,,5912.4,0.926,1.038888889,1201.82,4.524444444,41.5580816,Transit
Kepler-1058 b,Kepler-1058,110.9648673,0.37252,2.298333333,0.243,,,0,242,,4504.596667,0.585,0.59,491.997,4.683333333,45.8750556,Transit
Kepler-1059 b,Kepler-1059,3.764182753,0.044,1.711,0.1555,,,0,891.2,,4968,0.737,0.797777778,713.167,4.612222222,41.7064385,Transit
Kepler-106 b,Kepler-106,6.164907329,0.064914667,0.841444444,0.07625,5.3,0.01668,0,1030.2,,5881.1,1.04,0.992,444.322,4.406666667,44.3375497,Transit
Kepler-106 c,Kepler-106,13.57077242,0.109717167,2.466,0.22375,11.88173,0.03746,0,792.8,,5881.727273,1.041818182,0.999090909,444.322,4.408,44.3375497,Transit
Kepler-106 d,Kepler-106,23.98013696,0.160465,1.062,0.097,8.1,0.02549,0,655.2,,5881.1,1.04,0.992,444.322,4.406666667,44.3375497,Transit
Kepler-106 e,Kepler-106,43.8444395,0.239978167,2.656666667,0.2405,8.880315,0.02787,0,535.6,,5881.727273,1.041818182,0.999090909,444.322,4.408,44.3375497,Transit
Kepler-1060 b,Kepler-1060,46.87812648,0.2427,2.500571429,0.2415,,,0,512,,5707.2,1.044,0.93,946.565,4.377777778,39.6309204,Transit
Kepler-1061 b,Kepler-1061,2.757986149,0.03958,2.003142857,0.164,,,0,1517.2,,6203.9,1.088,1.105555556,543.375,4.405555556,50.2752091,Transit
Kepler-1062 b,Kepler-1062,9.30414884,0.07464,1.683,0.161,,,0,577.2,,4457.3,0.7,0.671111111,397.455,4.58,41.221594,Transit
Kepler-1063 b,Kepler-1063,14.07970648,0.11162,1.38,0.133,,,0,739.8,,5642.9325,1.031666667,0.963333333,343.226,4.413333333,38.1428283,Transit
Kepler-1064 b,Kepler-1064,16.54081151,0.11502,1.401666667,0.138,,,0,548.2,,5101.493333,0.698333333,0.756666667,,4.626666667,37.6888103,Transit
Kepler-1065 b,Kepler-1065,3.609311908,0.0456,3.448571429,0.329,,,0,1084.2,,5582,0.918,0.963333333,1122.48,4.502222222,38.7904648,Transit
Kepler-1065 c,Kepler-1065,2.370302687,0.0344,1.502333333,0.136,,,0,1256,,5634.142857,0.907142857,0.956666667,1122.48,4.515,38.7904648,Transit
Kepler-1066 b,Kepler-1066,1.931559007,0.02882,2.450571429,0.206,,,0,1474.4,,5604.208,0.957,0.914444444,344.251,4.43,46.5022325,Transit
Kepler-1067 b,Kepler-1067,0.762130221,0.0159,0.730666667,0.068,,,0,1812,,5566.75,0.8925,0.937142857,667.693,4.514285714,45.0490265,Transit
Kepler-1067 c,Kepler-1067,5.425875844,0.05892,1.4145,0.156,,,0,937,,5568.625,0.88125,0.93875,667.693,4.5225,45.0490265,Transit
Kepler-1068 b,Kepler-1068,16.92341755,0.13298,3.541428571,0.317,,,0,719.2,,5820.5,1.005,1.053333333,1473.61,4.455555556,46.3923173,Transit
Kepler-1069 b,Kepler-1069,23.89894674,0.16482,2.260857143,0.192,,,0,713.6,,5642.568,1.429,1.015555556,695.967,4.163333333,47.9889097,Transit
Kepler-107 b,Kepler-107,3.180014364,0.04451,1.555909091,0.139,3.655,0.0115,0.015,1481.142857,,5848.571429,1.428571429,1.125833333,525.997,4.1775,48.2086019,Transit
Kepler-107 c,Kepler-107,4.901443696,0.0594475,1.748454545,0.152833333,9.695,0.0305,0.0125,1281.857143,,5848.571429,1.428571429,1.125833333,525.997,4.1775,48.2086019,Transit
Kepler-107 d,Kepler-107,7.958233101,0.0821675,1.036,0.089833333,5.75,0.018095,0.03125,1090.857143,,5851.923077,1.423076923,1.133636364,525.997,4.184545455,48.2086019,Transit
Kepler-107 e,Kepler-107,14.7491387,0.12387125,3.028363636,0.272,11.35,0.03571,0.015,888,,5848.571429,1.428571429,1.125833333,525.997,4.1775,48.2086019,Transit
Kepler-1070 b,Kepler-1070,6.221608276,0.07054,1.738571429,0.1555,,,0,1229.4,,6352.288,1.26,1.198888889,939.001,4.31,49.316541,Transit
Kepler-1071 b,Kepler-1071,6.17999053,0.05648,1.867857143,0.214,,,0,714.4,,5114.438,0.723,0.748888889,1042.27,4.631111111,45.2487472,Transit
Kepler-1072 b,Kepler-1072,1.569064975,0.0279,1.491,0.143,,,0,1778.6,,6103.88,1.286666667,1.13625,982.716,4.2875,46.3289723,Transit
Kepler-1073 b,Kepler-1073,8.678891168,0.08062,2.160142857,0.205,,,0,834.4,,5710.5,0.944,0.966666667,809.897,4.485555556,38.2330886,Transit
Kepler-1073 c,Kepler-1073,4.025822643,0.048075,1.529166667,0.1445,,,0,1083.5,,5698,0.94875,0.958571429,809.897,4.478571429,38.2330886,Transit
Kepler-1073 d,Kepler-1073,2.504757022,0.03505,1.2896,0.133,,,0,1268.5,,5669.166667,0.953333333,0.933333333,809.897,4.46,38.2330886,Transit
Kepler-1074 b,Kepler-1074,5.94565688,0.05312,1.164,0.1085,,,0,556,,3948,0.567,0.575555556,250.817,4.697777778,46.2526781,Transit
Kepler-1075 b,Kepler-1075,1.523729443,0.0212,1.343,0.129,,,0,858.8,,3893.125,0.54625,0.555714286,291.275,4.721428571,47.4691157,Transit
Kepler-1076 b,Kepler-1076,6.14728544,0.06048,0.808333333,0.071,,,0,759.4,,4923.2725,0.73375,0.786666667,,4.605,51.0606047,Transit
Kepler-1077 b,Kepler-1077,34.35121411,0.21028,2.676714286,0.2485,,,0,575.6,,5943.614,0.994,1.033333333,1101.42,4.46,42.2678448,Transit
Kepler-1078 b,Kepler-1078,3.007252577,0.03898,1.961,0.2575,,,0,1131,,5638.3575,1.105,0.892857143,2481.71,4.454285714,43.0500379,Transit
Kepler-1079 b,Kepler-1079,13.24504579,0.1193,2.532285714,0.1635,,,0,1088,,5722.974,1.849,1.261666667,591.098,3.915,45.7696769,Transit
Kepler-108 b,Kepler-108,49.18394093,0.284566667,8.21875,0.795333333,,,0.036666667,653.4,,5725.078,1.981428571,1.273333333,338.732,3.981428571,46.0623952,Transit
Kepler-108 c,Kepler-108,190.320696,0.701783333,7.48,0.72,,,0.006666667,415.8,,5712.276364,1.981428571,1.273333333,338.732,3.981428571,46.0623952,Transit
Kepler-1080 b,Kepler-1080,77.25522022,0.37676,4.090428571,0.4125,,,0,541.4,,6455.206,1.637,1.244444444,1382.82,4.157777778,49.1828952,Transit
Kepler-1081 b,Kepler-1081,3.856908979,0.0474,1.505285714,0.0875,,,0,1299.8,,5343.951111,1.165555556,0.92,420.215,4.28,41.3179652,Transit
Kepler-1082 b,Kepler-1082,1.543206283,0.02584,1.010285714,0.108,,,0,1612.4,,5972.78,1.114444444,0.99625,739.557,4.38125,50.5984489,Transit
Kepler-1083 b,Kepler-1083,33.4178347,0.18946,3.095857143,0.2935,,,0,446.2,,5068.8,0.757,0.814444444,902.633,4.591111111,45.198336,Transit
Kepler-1084 b,Kepler-1084,2.05334042,0.03224,1.241428571,0.1075,,,0,1843.6,,6202.41375,1.36125,1.061428571,405.533,4.182857143,48.251146,Transit
Kepler-1085 b,Kepler-1085,219.3216352,0.7391,6.474666667,0.6,,,0,313,,5950.666667,1.05,1.0925,1364.53,4.4325,46.1411685,Transit
Kepler-1085 c,Kepler-1085,56.77700556,0.29896,3.126333333,0.292,,,0,488.8,,5969,1.02875,1.085,1364.53,4.44875,46.1411685,Transit
Kepler-1086 b,Kepler-1086,18.78424681,0.11814,2.194142857,0.209,,,0,419.6,,4301.844,0.622,0.655555556,466.084,4.675555556,45.8429537,Transit
Kepler-1086 c,Kepler-1086,161.5159064,0.49805,2.843666667,0.266,,,0,205,,4300.16,0.628888889,0.66375,466.084,4.67125,45.8429537,Transit
Kepler-1087 b,Kepler-1087,0.693844133,0.015,0.748,0.057,,,0,2103.2,,5470.675556,1.073333333,0.935,362.623,4.34125,46.0056741,Transit
Kepler-1088 b,Kepler-1088,23.12746186,0.16062,1.416,0.1245,,,0,689.6,,5938.956,1.08,1.046666667,280.629,4.384444444,42.4504087,Transit
Kepler-1089 b,Kepler-1089,5.132477152,0.0469,1.744857143,0.155,,,0,547.8,,3743.5,0.528,0.531111111,259.328,4.721111111,49.1901729,Transit
Kepler-109 b,Kepler-109,6.481633551,0.068999571,2.416636364,0.216,5.584686667,0.017573333,0.04,1175.333333,,5946.384615,1.362307692,1.061538462,474.861,4.193636364,40.2849074,Transit
Kepler-109 c,Kepler-109,21.22261041,0.152250857,2.557636364,0.229666667,10.58494,0.033303333,0.016,790.8333333,,5946.384615,1.362307692,1.061538462,474.861,4.193636364,40.2849074,Transit
Kepler-1090 b,Kepler-1090,198.6802001,0.62335,2.559833333,0.225,,,0,290.25,,5315.111111,0.962222222,0.85,858.77,4.41125,44.5258237,Transit
Kepler-1090 c,Kepler-1090,42.42670835,0.2226,3.128833333,0.294,,,0,483.8,,5335.25,0.96375,0.84125,858.77,4.39875,44.5258237,Transit
Kepler-1091 b,Kepler-1091,1.434747249,0.02396,1.257857143,0.1305,,,0,1483.6,,5775.888889,0.925555556,0.9475,914.299,4.49875,43.6707235,Transit
Kepler-1092 b,Kepler-1092,58.60158997,0.30088,2.146,0.188,,,0,508.4,,6096.848,1.043,1.05,981.233,4.427777778,47.1126833,Transit
Kepler-1093 b,Kepler-1093,25.08248392,0.1704,2.066666667,0.174,,,0,779.8,,6374.314444,1.317777778,1.127777778,1072.88,4.248888889,41.4202077,Transit
Kepler-1093 c,Kepler-1093,89.7221649,0.394,2.082,0.175,,,0,508,,6364.10375,1.30875,1.11875,1072.88,4.25125,41.4202077,Transit
Kepler-1094 b,Kepler-1094,78.09959849,0.36528,2.908428571,0.2785,,,0,453.4,,5931.323,1.143,1.053333333,1291.01,4.35,38.2669983,Transit
Kepler-1095 b,Kepler-1095,4.271031275,0.05152,1.24,0.108,,,0,1109.4,,5848.72,0.92375,0.98875,792.522,4.50375,41.3650155,Transit
Kepler-1096 b,Kepler-1096,2.892217089,0.03356,1.249285714,0.123,,,0,777.2,,4273.453333,0.615555556,0.63375,377.976,4.675,45.9695533,Transit
Kepler-1097 b,Kepler-1097,187.7467486,0.58268,3.176285714,0.282,,,0,269,,5270.1,0.771,0.802222222,719.802,4.57,42.5963949,Transit
Kepler-1098 b,Kepler-1098,2.543072828,0.03512,1.238142857,0.124,,,0,1289.4,,5741.333333,1.014444444,0.94125,1049.19,4.42625,43.2326992,Transit
Kepler-1099 b,Kepler-1099,2.168450317,0.03356,2.765857143,0.206,,,0,1555.8,,5987.2,1.002,1.048888889,1022.8,4.444444444,48.2771163,Transit
Kepler-11 b,Kepler-11,10.30401991,0.090929625,1.844363636,0.166333333,4.026898,0.01287,0.007888889,849.4,,5726.461538,1.082857143,0.976428571,646.346,4.355833333,41.9091092,Transit
Kepler-11 c,Kepler-11,13.02482652,0.106354,2.947727273,0.265333333,7.107254,0.022334,0.004555556,785.8,,5726.461538,1.082857143,0.976428571,646.346,4.355833333,41.9091092,Transit
Kepler-11 d,Kepler-11,22.686765,0.15466325,3.259166667,0.292285714,7.082298333,0.022246667,0.000777778,653,,5726.461538,1.082857143,0.971333333,646.346,4.355833333,41.9091092,Transit
Kepler-11 e,Kepler-11,31.99636549,0.193714625,4.080333333,0.369714286,7.569886667,0.023715,0.002777778,582.2,,5718.666667,1.079230769,0.965714286,646.346,4.356363636,41.9091092,Transit
Kepler-11 f,Kepler-11,46.68638862,0.249169375,2.6265,0.233857143,4.82427,0.015106667,0.002,513.2,,5726.461538,1.082857143,0.971333333,646.346,4.355833333,41.9091092,Transit
Kepler-11 g,Kepler-11,118.3786829,0.463127625,3.4795,0.3146,89.7390075,0.2824675,0.022444444,376.2,,5726.461538,1.085384615,0.980769231,646.346,4.355833333,41.9091092,Transit
Kepler-110 b,Kepler-110,12.69106954,0.108416667,2.582375,0.184333333,,,0,1039.8,,5954.362727,1.488181818,1.09,586.531,4.128,48.6028303,Transit
Kepler-110 c,Kepler-110,31.7198235,0.19975,3.094875,0.221666667,,,0,766.4,,5954.362727,1.488181818,1.09,586.531,4.128,48.6028303,Transit
Kepler-1100 b,Kepler-1100,6.421993023,0.06902,1.357428571,0.136,,,0,1030.2,,6090.982222,1.045555556,1.0875,693.618,4.435,44.0873907,Transit
Kepler-1101 b,Kepler-1101,81.31527974,0.35238,2.273571429,0.201,,,0,374.8,,5470.25,0.815,0.907777778,742.473,4.566666667,45.6711623,Transit
Kepler-1102 b,Kepler-1102,51.32859322,0.27328,3.100428571,0.261,,,0,546,,5985.5,1.12,1.03,1246.05,4.357777778,48.0664955,Transit
Kepler-1103 b,Kepler-1103,19.79197356,0.14776,2.451285714,0.2875,,,0,734,,6181.3,1.294,1.108888889,1331.92,4.307777778,49.4524247,Transit
Kepler-1104 b,Kepler-1104,5.037281473,0.0616,1.253714286,0.1285,,,0,1278,,6437.74,1.334444444,1.25875,530.658,4.3025,49.3309789,Transit
Kepler-1105 b,Kepler-1105,4.421562962,0.04588,1.874571429,0.171,,,0,696,,4203.6,0.647,0.658888889,318.004,4.625555556,42.4549698,Transit
Kepler-1106 b,Kepler-1106,1.252750104,0.02332,1.620285714,0.145,,,0,1866.2,,6106.111111,1.117777778,1.08875,1090.7,4.3925,44.0624715,Transit
Kepler-1107 b,Kepler-1107,0.571038554,0.01266,1.412857143,0.1245,,,0,1865,,5172.62875,0.82625,0.848571429,428.798,4.525714286,39.141674,Transit
Kepler-1108 b,Kepler-1108,4.510064809,0.0514,1.456285714,0.129,,,0,989,,5459.111111,0.851111111,0.895,767.701,4.5325,45.98514,Transit
Kepler-1109 b,Kepler-1109,37.64665462,0.21968,2.348714286,0.1825,,,0,565.2,,5596.901,1.123,0.986666667,685.087,4.372222222,39.3966122,Transit
Kepler-111 b,Kepler-111,3.34180614,0.04545,1.666125,0.146333333,,,0,1321.6,,5926.272727,1.17,1.103333333,657.223,4.344,44.6882613,Transit
Kepler-111 c,Kepler-111,224.7800148,0.751614286,7.419111111,0.65125,222.47988,0.7,0.029333333,329.6666667,,5925.25,1.168333333,1.105,657.223,4.346363636,44.6882613,Transit
Kepler-1110 b,Kepler-1110,9.693111949,0.07672,2.377,0.2275,,,0,608.4,,4779.36,0.674,0.692222222,726.828,4.627777778,38.6226615,Transit
